episode,reward,length,x_pos,policy_loss,value_loss,entropy,flag_reached,time
1715,-25.70,154,859,0,0,0,0,3190.2
1716,-14.00,81,684,0,0,0,0,3190.8
1717,-26.80,149,828,0,0,0,0,3192.1
1718,-46.80,202,838,0,0,0,0,3194.0
1719,1.00,248,1502,0,0,0,0,3196.2
1720,37.00,160,1508,0,0,0,0,3197.6
1721,27.60,185,1516,0,0,0,0,3199.3
1722,-13.60,83,696,0,0,0,0,3199.9
1723,48.40,200,1782,0,0,0,0,3202.0
1724,23.20,196,1514,0,0,0,0,3203.6
1725,55.50,184,1791,0,0,0,0,3205.4
1726,-21.90,141,845,0,0,0,0,3206.6
1727,13.80,220,1516,0,0,0,0,3208.8
1728,-0.40,180,1216,0,0,0,0,3210.4
1729,40.90,189,1663,0,0,0,0,3211.9
1730,23.80,195,1516,0,0,0,0,3213.8
1731,31.00,172,1496,0,0,0,0,3215.2
1732,13.80,149,1232,0,0,0,0,3216.7
1733,0.60,254,1522,0,0,0,0,3218.9
1734,-4.60,168,1125,0,0,0,0,3220.5
1735,3.50,316,1797,0,0,0,0,3223.3
1736,34.90,168,1521,0,0,0,0,3225.0
1737,47.60,138,1526,0,0,0,0,3226.2
1738,19.40,275,1792,0,0,0,0,3228.6
1739,40.80,153,1518,0,0,0,0,3230.0
1740,-3.10,264,1523,0,0,0,0,3232.4
1741,20.30,133,1233,0,0,0,0,3233.5
1742,42.70,215,1785,0,0,0,0,3235.6
1743,-9.20,123,898,0,0,0,0,3236.7
1744,26.60,187,1512,0,0,0,0,3238.3
1745,44.80,214,1802,0,0,0,0,3240.2
1746,7.00,145,1149,0,0,0,0,3241.5
1747,58.60,231,2008,0,0,0,0,3243.6
1748,40.80,152,1516,0,0,0,0,3245.0
1749,42.10,146,1505,0,0,0,0,3246.3
1750,-5.40,69,722,0,0,0,0,3247.0
1751,34.00,167,1506,0,0,0,0,3248.6
1752,-6.00,60,680,0,0,0,0,3249.0
1753,35.20,167,1518,0,0,0,0,3250.6
1754,17.50,112,1124,0,0,0,0,3251.7
1755,-5.70,258,1475,0,0,0,0,3253.9
1756,24.70,166,1409,0,0,0,0,3255.4
1757,37.90,153,1491,0,0,0,0,3256.7
1758,63.10,166,1795,0,0,0,0,3258.1
1759,-11.70,113,833,0,0,0,0,3259.2
1760,25.80,119,1232,0,0,0,0,3260.2
1761,-39.40,198,898,0,0,0,0,3262.2
1762,25.90,229,1673,0,0,0,0,3264.3
1763,-12.90,118,843,0,0,0,0,3265.4
1764,-16.00,126,844,0,0,0,0,3266.4
1765,45.60,143,1526,0,0,0,0,3267.8
1766,45.50,209,1791,0,0,0,0,3269.6
1767,-11.40,108,816,0,0,0,0,3270.7
1768,43.00,215,1790,0,0,0,0,3272.7
1769,46.20,176,1666,0,0,0,0,3274.3
1770,39.90,156,1523,0,0,0,0,3275.6
1771,-5.00,68,722,0,0,0,0,3276.3
1772,47.60,174,1672,0,0,0,0,3277.8
1773,46.90,176,1673,0,0,0,0,3279.6
1774,27.50,424,2470,0,0,0,0,3283.4
1775,-108.70,506,1437,0,0,0,0,3287.8
1776,21.20,181,1433,0,0,0,0,3289.4
1777,-50.30,205,815,0,0,0,0,3291.3
1778,-21.60,143,854,0,0,0,0,3292.6
1779,21.90,195,1499,0,0,0,0,3294.5
1780,45.20,380,2469,0,0,0,0,3298.0
1781,-8.80,122,898,0,0,0,0,3298.9
1782,27.80,187,1524,0,0,0,0,3300.7
1783,48.00,136,1522,0,0,0,0,3301.9
1784,-23.50,144,841,0,0,0,0,3303.1
1785,-9.00,122,899,0,0,0,0,3304.3
1786,60.30,228,2013,0,0,0,0,3306.4
1787,31.40,204,1628,0,0,0,0,3308.1
1788,-97.60,737,2470,0,0,0,0,3314.8
1789,15.30,219,1529,0,0,0,0,3316.7
1790,-92.20,318,850,0,0,0,0,3319.6
1791,7.10,211,1412,0,0,0,0,3321.5
1792,-51.80,215,840,0,0,0,0,3323.6
1793,2.70,249,1521,0,0,0,0,3325.8
1794,38.80,137,1434,0,0,0,0,3327.0
1795,42.80,150,1526,0,0,0,0,3328.3
1796,48.00,136,1522,0,0,0,0,3329.4
1797,8.80,234,1522,0,0,0,0,3331.6
1798,-47.30,205,845,0,0,0,0,3333.3
1799,43.70,148,1527,0,0,0,0,3334.8
1800,7.80,214,1433,0,0,0,0,3336.6
1801,45.90,141,1523,0,0,0,0,3337.8
1802,24.80,194,1524,0,0,0,0,3339.7
1803,34.40,170,1524,0,0,0,0,3341.1
1804,-10.00,101,804,0,0,0,0,3342.0
1805,39.00,136,1434,0,0,0,0,3343.3
1806,47.20,207,1798,0,0,0,0,3345.2
1807,-762.10,2005,899,0,0,0,0,3363.2
1808,35.10,169,1525,0,0,0,0,3364.9
1809,-6.70,273,1525,0,0,0,0,3367.3
1810,39.80,157,1526,0,0,0,0,3368.7
1811,46.80,140,1526,0,0,0,0,3370.0
1812,37.60,162,1522,0,0,0,0,3371.5
1813,-22.10,134,815,0,0,0,0,3372.7
1814,16.60,215,1524,0,0,0,0,3374.7
1815,26.60,190,1524,0,0,0,0,3376.4
1816,5.50,243,1527,0,0,0,0,3378.5
1817,10.80,132,1136,0,0,0,0,3379.7
1818,-8.80,122,898,0,0,0,0,3381.0
1819,39.10,159,1525,0,0,0,0,3382.6
1820,39.80,156,1522,0,0,0,0,3384.0
1821,45.10,144,1525,0,0,0,0,3385.3
1822,46.10,142,1527,0,0,0,0,3386.7
1823,-11.90,114,837,0,0,0,0,3387.7
1824,38.80,160,1526,0,0,0,0,3389.1
1825,-13.10,80,687,0,0,0,0,3390.0
1826,-30.00,27,308,0,0,0,0,3390.2
1827,33.70,171,1521,0,0,0,0,3391.7
1828,7.50,163,1227,0,0,0,0,3393.3
1829,43.10,148,1523,0,0,0,0,3394.7
1830,48.40,135,1524,0,0,0,0,3395.8
1831,45.10,207,1779,0,0,0,0,3397.9
1832,26.10,192,1527,0,0,0,0,3399.5
1833,30.80,157,1433,0,0,0,0,3400.9
1834,28.00,186,1522,0,0,0,0,3402.8
1835,46.90,139,1525,0,0,0,0,3404.0
1836,37.10,164,1525,0,0,0,0,3405.4
1837,20.30,107,1130,0,0,0,0,3406.4
1838,41.60,152,1522,0,0,0,0,3407.8
1839,-30.60,132,723,0,0,0,0,3408.9
1840,25.00,194,1524,0,0,0,0,3410.8
1841,-16.30,85,675,0,0,0,0,3411.4
1842,-8.80,122,899,0,0,0,0,3412.5
1843,-9.80,75,700,0,0,0,0,3413.2
1844,26.80,190,1526,0,0,0,0,3414.9
1845,37.60,163,1528,0,0,0,0,3416.6
1846,-16.80,142,898,0,0,0,0,3417.9
1847,22.50,200,1523,0,0,0,0,3419.5
1848,-30.00,27,308,0,0,0,0,3420.0
1849,-30.60,132,722,0,0,0,0,3421.2
1850,-11.40,77,694,0,0,0,0,3421.7
1851,-12.30,79,691,0,0,0,0,3422.5
1852,-18.00,88,670,0,0,0,0,3423.1
1853,-12.40,79,690,0,0,0,0,3423.9
1854,-13.10,80,687,0,0,0,0,3424.7
1855,35.20,168,1524,0,0,0,0,3426.2
1856,28.70,186,1529,0,0,0,0,3427.8
1857,39.50,158,1527,0,0,0,0,3429.4
1858,15.10,218,1521,0,0,0,0,3431.2
1859,31.10,179,1527,0,0,0,0,3433.0
1860,-11.50,77,693,0,0,0,0,3433.6
1861,16.90,214,1525,0,0,0,0,3435.6
1862,8.50,236,1527,0,0,0,0,3437.8
1863,31.10,179,1525,0,0,0,0,3439.3
1864,23.60,198,1526,0,0,0,0,3441.2
1865,-30.00,27,308,0,0,0,0,3441.4
1866,-14.50,83,685,0,0,0,0,3442.3
1867,-11.50,77,693,0,0,0,0,3442.8
1868,-8.80,122,898,0,0,0,0,3443.9
1869,27.80,187,1526,0,0,0,0,3445.7
1870,47.00,139,1524,0,0,0,0,3446.9
1871,-5.10,57,675,0,0,0,0,3447.4
1872,-13.60,81,688,0,0,0,0,3448.1
1873,-15.20,83,680,0,0,0,0,3449.0
1874,38.00,162,1526,0,0,0,0,3450.4
1875,20.70,131,1229,0,0,0,0,3451.5
1876,23.90,196,1523,0,0,0,0,3453.3
1877,-30.00,27,308,0,0,0,0,3453.7
1878,27.90,188,1529,0,0,0,0,3455.3
1879,3.70,247,1523,0,0,0,0,3457.5
1880,48.10,136,1525,0,0,0,0,3458.8
1881,46.30,140,1523,0,0,0,0,3460.1
1882,34.40,170,1524,0,0,0,0,3461.5
1883,34.00,172,1528,0,0,0,0,3463.3
1884,46.30,140,1523,0,0,0,0,3464.5
1885,61.80,169,1792,0,0,0,0,3465.9
1886,-23.70,146,845,0,0,0,0,3467.3
1887,-17.80,202,1129,0,0,0,0,3469.2
1888,-30.00,27,308,0,0,0,0,3469.4
1889,-14.80,83,682,0,0,0,0,3470.2
1890,4.60,245,1524,0,0,0,0,3472.4
1891,37.20,164,1526,0,0,0,0,3473.9
1892,28.00,186,1524,0,0,0,0,3475.5
1893,30.10,182,1527,0,0,0,0,3477.2
1894,41.10,154,1525,0,0,0,0,3478.6
1895,36.80,230,1788,0,0,0,0,3480.7
1896,31.80,176,1522,0,0,0,0,3482.3
1897,31.40,177,1522,0,0,0,0,3484.0
1898,33.70,171,1521,0,0,0,0,3485.5
1899,41.90,150,1517,0,0,0,0,3486.8
1900,46.00,140,1518,0,0,0,0,3488.1
1901,43.40,149,1528,0,0,0,0,3489.7
1902,-75.90,276,843,0,0,0,0,3492.3
1903,46.00,140,1518,0,0,0,0,3493.6
1904,43.80,146,1522,0,0,0,0,3494.9
1905,33.70,173,1527,0,0,0,0,3496.3
1906,60.80,171,1792,0,0,0,0,3497.9
1907,62.40,168,1794,0,0,0,0,3499.6
1908,55.10,185,1791,0,0,0,0,3501.1
1909,47.10,138,1523,0,0,0,0,3502.4
1910,63.60,165,1796,0,0,0,0,3504.1
1911,-10.90,255,1411,0,0,0,0,3506.4
1912,37.30,141,1435,0,0,0,0,3507.7
1913,34.00,172,1526,0,0,0,0,3509.1
1914,68.30,207,2009,0,0,0,0,3511.1
1915,-11.70,110,823,0,0,0,0,3512.2
1916,-8.60,105,834,0,0,0,0,3513.0
1917,-35.00,162,796,0,0,0,0,3514.6
1918,39.40,157,1520,0,0,0,0,3516.0
1919,31.20,179,1526,0,0,0,0,3517.6
1920,8.90,159,1223,0,0,0,0,3518.9
1921,-19.70,125,801,0,0,0,0,3520.0
1922,-3.70,324,1757,0,0,0,0,3523.0
1923,-5.90,307,1669,0,0,0,0,3525.7
1924,43.60,215,1794,0,0,0,0,3527.7
1925,-279.00,1190,2468,0,0,0,0,3538.3
1926,30.40,242,1770,0,0,0,0,3540.5
1927,87.60,274,2471,0,0,0,0,3543.0
1928,-16.60,141,898,0,0,0,0,3544.6
1929,46.00,205,1780,0,0,0,0,3546.7
1930,-8.10,65,679,0,0,0,0,3547.5
1931,54.30,244,2017,0,0,0,0,3549.6
1932,-30.00,27,308,0,0,0,0,3550.0
1933,26.10,191,1525,0,0,0,0,3551.6
1934,-14.20,135,899,0,0,0,0,3552.9
1935,39.60,135,1435,0,0,0,0,3554.1
1936,-10.90,77,699,0,0,0,0,3555.0
1937,28.50,251,1789,0,0,0,0,3557.2
1938,52.60,190,1786,0,0,0,0,3558.9
1939,17.70,333,2007,0,0,0,0,3562.0
1940,16.10,215,1519,0,0,0,0,3563.9
1941,47.40,172,1660,0,0,0,0,3565.4
1942,-31.00,30,310,0,0,0,0,3565.7
1943,-43.40,152,672,0,0,0,0,3567.0
1944,-16.20,85,678,0,0,0,0,3567.9
1945,-30.00,27,308,0,0,0,0,3568.1
1946,21.10,111,1154,0,0,0,0,3569.0
1947,-12.80,79,688,0,0,0,0,3569.8
1948,-15.00,83,682,0,0,0,0,3570.4
1949,-30.60,132,722,0,0,0,0,3571.7
1950,-13.20,81,690,0,0,0,0,3572.5
1951,-11.70,78,695,0,0,0,0,3573.3
1952,-11.10,104,803,0,0,0,0,3574.1
1953,-14.70,83,683,0,0,0,0,3574.8
1954,-15.40,138,898,0,0,0,0,3576.1
1955,-20.20,91,660,0,0,0,0,3577.0
1956,-3.70,263,1515,0,0,0,0,3579.3
1957,1.90,249,1513,0,0,0,0,3581.6
1958,-22.70,137,819,0,0,0,0,3582.9
1959,-14.20,82,684,0,0,0,0,3583.7
1960,-4.90,57,679,0,0,0,0,3584.1
1961,-5.20,170,1127,0,0,0,0,3585.5
1962,-4.60,335,1792,0,0,0,0,3588.8
1963,-8.80,74,706,0,0,0,0,3589.6
1964,-9.00,122,898,0,0,0,0,3590.7
1965,-8.80,122,899,0,0,0,0,3591.8
1966,-2.00,191,1242,0,0,0,0,3593.4
1967,10.00,135,1137,0,0,0,0,3594.7
1968,11.20,160,1252,0,0,0,0,3596.1
1969,-10.50,104,809,0,0,0,0,3597.0
1970,52.80,188,1778,0,0,0,0,3598.9
1971,32.60,173,1518,0,0,0,0,3600.6
1972,40.50,214,1761,0,0,0,0,3602.7
1973,48.30,201,1785,0,0,0,0,3604.7
1974,36.00,270,1938,0,0,0,0,3607.2
1975,33.80,232,1766,0,0,0,0,3609.5
1976,21.40,202,1520,0,0,0,0,3611.5
1977,48.10,237,1929,0,0,0,0,3613.9
1978,27.60,312,2022,0,0,0,0,3616.9
1979,-12.50,117,841,0,0,0,0,3617.9
1980,-6.90,98,821,0,0,0,0,3618.9
1981,-205.00,1006,2473,0,0,0,0,3628.2
1982,53.30,158,1665,0,0,0,0,3629.6
1983,-14.60,82,682,0,0,0,0,3630.2
1984,-13.40,124,862,0,0,0,0,3631.4
1985,47.90,171,1661,0,0,0,0,3633.2
1986,-5.50,268,1515,0,0,0,0,3635.6
1987,30.70,159,1442,0,0,0,0,3637.0
1988,71.20,316,2473,0,0,0,0,3639.9
1989,-19.90,90,661,0,0,0,0,3640.7
1990,19.80,135,1236,0,0,0,0,3641.9
1991,-10.70,77,699,0,0,0,0,3642.7
1992,-491.10,1721,2471,0,0,0,0,3658.0
1993,37.50,197,1663,0,0,0,0,3659.8
1994,38.90,158,1521,0,0,0,0,3661.2
1995,34.50,141,1408,0,0,0,0,3662.5
1996,-12.40,79,692,0,0,0,0,3663.3
1997,-8.80,122,898,0,0,0,0,3664.4
1998,-40.60,201,898,0,0,0,0,3666.1
1999,34.80,170,1528,0,0,0,0,3667.9
2000,-62.10,649,2473,0,0,0,0,3673.7
2001,59.30,173,1785,0,0,0,0,3675.3
2002,22.60,172,1413,0,0,0,0,3676.7
2003,59.30,177,1801,0,0,0,0,3678.5
2004,-89.70,718,2473,0,0,0,0,3684.8
2005,-24.80,146,834,0,0,0,0,3686.3
2006,614.30,505,3161,0,0,0,1,3690.7
2007,24.20,233,1674,0,0,0,0,3693.0
2008,24.10,168,1412,0,0,0,0,3694.7
2009,34.70,141,1408,0,0,0,0,3696.0
2010,37.70,139,1432,0,0,0,0,3697.2
2011,-5.00,68,722,0,0,0,0,3697.7
2012,52.40,160,1662,0,0,0,0,3699.3
2013,46.20,175,1662,0,0,0,0,3700.7
2014,23.00,170,1410,0,0,0,0,3702.3
2015,51.00,192,1778,0,0,0,0,3704.1
2016,19.60,178,1408,0,0,0,0,3705.7
2017,-25.80,150,840,0,0,0,0,3707.0
2018,-9.80,71,686,0,0,0,0,3707.7
2019,-9.90,274,1497,0,0,0,0,3710.3
2020,-19.00,136,852,0,0,0,0,3711.5
2021,-20.40,236,1240,0,0,0,0,3713.6
2022,-11.60,129,898,0,0,0,0,3714.8
2023,6.20,140,1122,0,0,0,0,3716.1
2024,-8.20,94,794,0,0,0,0,3717.0
2025,-26.60,150,834,0,0,0,0,3718.2
2026,-12.90,110,809,0,0,0,0,3719.2
2027,-32.80,138,722,0,0,0,0,3720.5
2028,-61.90,314,1136,0,0,0,0,3723.1
2029,-300.00,832,826,0,0,0,0,3730.9
2030,-7.00,73,722,0,0,0,0,3731.5
2031,-24.60,221,1136,0,0,0,0,3733.5
2032,35.80,138,1408,0,0,0,0,3734.7
2033,-2.10,164,1135,0,0,0,0,3736.4
2034,15.90,123,1150,0,0,0,0,3737.3
2035,7.10,145,1150,0,0,0,0,3738.8
2036,-8.80,122,898,0,0,0,0,3740.0
2037,-7.50,64,679,0,0,0,0,3740.5
2038,-14.50,120,835,0,0,0,0,3741.5
2039,-353.70,1044,1136,0,0,0,0,3750.7
2040,-42.30,176,779,0,0,0,0,3752.5
2041,5.10,171,1233,0,0,0,0,3753.9
2042,-6.40,175,1136,0,0,0,0,3755.4
2043,33.60,143,1408,0,0,0,0,3756.7
2044,36.70,136,1409,0,0,0,0,3757.9
2045,7.70,215,1434,0,0,0,0,3759.9
2046,34.40,149,1437,0,0,0,0,3761.3
2047,3.00,220,1410,0,0,0,0,3763.4
2048,27.90,164,1435,0,0,0,0,3764.9
2049,19.50,185,1433,0,0,0,0,3766.6
2050,6.90,167,1235,0,0,0,0,3768.1
2051,-55.20,372,1435,0,0,0,0,3771.4
2052,-8.80,78,723,0,0,0,0,3772.2
2053,30.70,158,1436,0,0,0,0,3773.6
2054,20.20,184,1438,0,0,0,0,3775.2
2055,-12.20,117,844,0,0,0,0,3776.3
2056,-90.80,461,1435,0,0,0,0,3780.5
2057,31.50,155,1435,0,0,0,0,3781.9
2058,-10.70,105,811,0,0,0,0,3782.9
2059,34.80,147,1435,0,0,0,0,3784.2
2060,-9.00,74,704,0,0,0,0,3784.8
2061,17.00,192,1435,0,0,0,0,3786.6
2062,-103.70,344,837,0,0,0,0,3789.8
2063,-72.90,416,1433,0,0,0,0,3793.7
2064,-9.30,112,855,0,0,0,0,3794.8
2065,20.10,183,1433,0,0,0,0,3796.4
2066,-19.60,149,898,0,0,0,0,3797.7
2067,-14.00,135,898,0,0,0,0,3798.9
2068,-812.90,2005,390,0,0,0,0,3816.9
2069,54.60,186,1790,0,0,0,0,3818.7
2070,49.30,169,1667,0,0,0,0,3820.2
2071,-21.20,213,1137,0,0,0,0,3822.2
2072,36.00,201,1662,0,0,0,0,3823.9
2073,-12.40,79,690,0,0,0,0,3824.7
2074,-4.80,68,722,0,0,0,0,3825.2
2075,0.50,184,1239,0,0,0,0,3827.0
2076,42.00,220,1800,0,0,0,0,3828.8
2077,30.70,174,1501,0,0,0,0,3830.5
2078,-4.80,68,722,0,0,0,0,3831.1
2079,25.90,169,1434,0,0,0,0,3832.8
2080,-5.00,68,722,0,0,0,0,3833.3
2081,30.00,158,1432,0,0,0,0,3834.7
2082,39.30,136,1435,0,0,0,0,3835.9
2083,-13.80,82,688,0,0,0,0,3836.7
2084,40.90,188,1661,0,0,0,0,3838.5
2085,36.10,200,1659,0,0,0,0,3840.2
2086,28.60,162,1431,0,0,0,0,3841.6
2087,-4.80,68,722,0,0,0,0,3842.3
2088,35.00,166,1512,0,0,0,0,3843.7
2089,52.90,362,2477,0,0,0,0,3847.1
2090,-19.40,90,666,0,0,0,0,3848.0
2091,19.80,202,1506,0,0,0,0,3849.7
2092,-8.20,104,834,0,0,0,0,3850.6
2093,7.00,347,1958,0,0,0,0,3853.8
2094,54.40,242,2010,0,0,0,0,3856.0
2095,45.00,142,1518,0,0,0,0,3857.3
2096,30.20,180,1520,0,0,0,0,3858.8
2097,27.90,164,1432,0,0,0,0,3860.5
2098,-15.10,83,681,0,0,0,0,3861.1
2099,26.00,190,1518,0,0,0,0,3863.1
2100,-205.20,1072,2734,0,0,0,0,3872.5
2101,19.90,242,1665,0,0,0,0,3874.7
2102,15.80,147,1244,0,0,0,0,3875.9
2103,13.20,195,1412,0,0,0,0,3877.8
2104,35.60,234,1790,0,0,0,0,3879.8
2105,-4.80,68,722,0,0,0,0,3880.5
2106,-10.00,76,702,0,0,0,0,3881.3
2107,22.40,320,2002,0,0,0,0,3884.1
2108,32.30,145,1402,0,0,0,0,3885.4
2109,-7.60,101,826,0,0,0,0,3886.4
2110,-58.70,379,1429,0,0,0,0,3889.8
2111,20.30,202,1511,0,0,0,0,3891.6
2112,-4.90,57,679,0,0,0,0,3892.1
2113,-416.40,1197,1123,0,0,0,0,3902.8
2114,11.50,200,1415,0,0,0,0,3904.7
2115,45.50,176,1657,0,0,0,0,3906.2
2116,-109.90,508,1431,0,0,0,0,3910.9
2117,-7.50,71,709,0,0,0,0,3911.7
2118,23.80,124,1234,0,0,0,0,3912.9
2119,43.70,144,1513,0,0,0,0,3914.1
2120,35.40,139,1410,0,0,0,0,3915.4
2121,48.10,169,1657,0,0,0,0,3916.9
2122,-9.00,122,898,0,0,0,0,3917.9
2123,48.20,170,1662,0,0,0,0,3919.7
2124,-5.00,57,678,0,0,0,0,3920.1
2125,-20.00,138,850,0,0,0,0,3921.2
2126,-11.40,111,828,0,0,0,0,3922.3
2127,32.80,174,1522,0,0,0,0,3923.9
2128,-8.80,122,898,0,0,0,0,3925.0
2129,-7.30,99,821,0,0,0,0,3926.0
2130,-15.50,131,867,0,0,0,0,3927.2
2131,-90.00,325,898,0,0,0,0,3930.2
2132,-5.70,89,797,0,0,0,0,3930.9
2133,26.80,188,1518,0,0,0,0,3932.7
2134,38.10,161,1523,0,0,0,0,3934.1
2135,-22.10,218,1150,0,0,0,0,3936.2
2136,-8.80,122,898,0,0,0,0,3937.2
2137,15.90,216,1523,0,0,0,0,3939.1
2138,16.60,116,1129,0,0,0,0,3940.2
2139,-96.40,425,1234,0,0,0,0,3944.2
2140,-367.20,1075,1127,0,0,0,0,3953.7
2141,-8.80,122,898,0,0,0,0,3954.9
2142,26.20,162,1413,0,0,0,0,3956.3
2143,23.00,197,1518,0,0,0,0,3958.1
2144,21.20,106,1136,0,0,0,0,3959.1
2145,34.30,142,1413,0,0,0,0,3960.4
2146,-2.60,235,1413,0,0,0,0,3962.6
2147,2.40,172,1218,0,0,0,0,3964.0
2148,25.00,192,1516,0,0,0,0,3965.7
2149,20.90,175,1409,0,0,0,0,3967.3
2150,10.40,129,1123,0,0,0,0,3968.5
2151,-4.90,57,679,0,0,0,0,3968.9
2152,-10.60,106,818,0,0,0,0,3970.0
2153,-4.90,160,1188,0,0,0,0,3971.4
2154,-16.50,201,1201,0,0,0,0,3973.3
2155,-8.80,122,898,0,0,0,0,3974.4
2156,-5.80,165,1206,0,0,0,0,3975.9
2157,-21.50,207,1201,0,0,0,0,3977.7
2158,34.70,141,1410,0,0,0,0,3979.0
2159,38.20,158,1512,0,0,0,0,3980.3
2160,42.70,147,1513,0,0,0,0,3981.6
2161,-22.10,141,841,0,0,0,0,3982.9
2162,-5.20,58,678,0,0,0,0,3983.5
2163,30.90,151,1410,0,0,0,0,3984.9
2164,-5.20,58,680,0,0,0,0,3985.3
2165,-5.00,57,678,0,0,0,0,3985.9
2166,25.10,165,1411,0,0,0,0,3987.3
2167,18.30,131,1212,0,0,0,0,3988.5
2168,13.60,130,1155,0,0,0,0,3989.7
2169,17.40,114,1127,0,0,0,0,3990.8
2170,-20.70,136,837,0,0,0,0,3992.0
2171,-17.20,199,1123,0,0,0,0,3993.9
2172,-30.00,27,308,0,0,0,0,3994.1
2173,35.20,165,1512,0,0,0,0,3995.6
2174,35.60,165,1514,0,0,0,0,3997.0
2175,16.70,193,1438,0,0,0,0,3998.7
2176,-0.20,255,1518,0,0,0,0,4001.2
2177,20.40,204,1518,0,0,0,0,4003.1
2178,-8.80,122,898,0,0,0,0,4004.0
2179,-11.50,111,829,0,0,0,0,4005.1
2180,-11.60,111,828,0,0,0,0,4006.1
2181,-8.80,122,898,0,0,0,0,4007.2
2182,-5.00,58,680,0,0,0,0,4007.8
2183,38.30,158,1513,0,0,0,0,4009.2
2184,39.80,154,1514,0,0,0,0,4010.6
2185,-15.40,196,1127,0,0,0,0,4012.4
2186,7.70,162,1223,0,0,0,0,4013.8
2187,18.90,182,1414,0,0,0,0,4015.4
2188,29.60,180,1516,0,0,0,0,4017.2
2189,-8.20,106,842,0,0,0,0,4018.3
2190,-10.70,122,881,0,0,0,0,4019.2
2191,15.80,118,1129,0,0,0,0,4020.3
2192,-21.00,232,1218,0,0,0,0,4022.5
2193,-35.20,343,1518,0,0,0,0,4025.6
2194,-19.50,137,851,0,0,0,0,4026.9
2195,-69.20,273,898,0,0,0,0,4029.3
2196,20.50,203,1517,0,0,0,0,4031.3
2197,-15.60,84,678,0,0,0,0,4031.9
2198,22.70,174,1422,0,0,0,0,4033.6
2199,-14.70,83,683,0,0,0,0,4034.2
2200,-17.90,87,669,0,0,0,0,4035.1
2201,31.70,176,1519,0,0,0,0,4036.6
2202,24.90,171,1433,0,0,0,0,4038.1
2203,31.60,175,1516,0,0,0,0,4039.7
2204,-30.60,132,722,0,0,0,0,4040.9
2205,24.10,195,1519,0,0,0,0,4042.8
2206,33.80,170,1516,0,0,0,0,4044.3
2207,41.60,150,1514,0,0,0,0,4045.6
2208,42.90,146,1513,0,0,0,0,4046.9
2209,28.30,184,1517,0,0,0,0,4048.7
2210,27.20,186,1516,0,0,0,0,4050.3
2211,-30.00,27,308,0,0,0,0,4050.5
2212,40.10,154,1517,0,0,0,0,4052.0
2213,28.80,181,1512,0,0,0,0,4053.6
2214,-30.00,27,308,0,0,0,0,4053.8
2215,41.20,151,1516,0,0,0,0,4055.0
2216,36.90,137,1416,0,0,0,0,4056.2
2217,36.10,138,1412,0,0,0,0,4057.7
2218,20.70,176,1410,0,0,0,0,4059.3
2219,-30.00,27,308,0,0,0,0,4059.5
2220,-18.50,206,1136,0,0,0,0,4061.4
2221,11.60,127,1123,0,0,0,0,4062.6
2222,12.20,203,1431,0,0,0,0,4064.2
2223,0.50,157,1131,0,0,0,0,4065.8
2224,15.80,118,1127,0,0,0,0,4066.7
2225,-19.90,207,1126,0,0,0,0,4068.6
2226,-14.50,129,869,0,0,0,0,4069.7
2227,18.90,112,1137,0,0,0,0,4070.8
2228,15.40,118,1126,0,0,0,0,4071.9
2229,16.10,116,1124,0,0,0,0,4072.9
2230,1.90,155,1137,0,0,0,0,4074.2
2231,38.10,159,1515,0,0,0,0,4075.8
2232,32.70,148,1418,0,0,0,0,4077.1
2233,24.30,193,1513,0,0,0,0,4079.0
2234,-8.30,177,1124,0,0,0,0,4080.6
2235,35.00,166,1514,0,0,0,0,4082.2
2236,-19.20,136,852,0,0,0,0,4083.4
2237,41.70,150,1517,0,0,0,0,4084.8
2238,38.50,157,1513,0,0,0,0,4086.2
2239,19.20,109,1125,0,0,0,0,4087.2
2240,24.90,192,1515,0,0,0,0,4088.9
2241,-94.60,491,1516,0,0,0,0,4093.3
2242,-8.30,275,1515,0,0,0,0,4095.9
2243,-91.60,409,1218,0,0,0,0,4099.7
2244,15.80,214,1514,0,0,0,0,4101.5
2245,-57.30,397,1513,0,0,0,0,4105.1
2246,43.60,145,1516,0,0,0,0,4106.4
2247,-12.60,131,898,0,0,0,0,4107.8
2248,-42.80,154,688,0,0,0,0,4109.2
2249,36.70,162,1513,0,0,0,0,4110.8
2250,-5.50,241,1409,0,0,0,0,4113.0
2251,28.30,165,1442,0,0,0,0,4114.5
2252,-1.30,161,1130,0,0,0,0,4116.1
2253,-20.40,136,838,0,0,0,0,4117.3
2254,25.90,189,1513,0,0,0,0,4119.3
2255,30.70,177,1515,0,0,0,0,4120.9
2256,33.30,170,1511,0,0,0,0,4122.6
2257,17.90,141,1241,0,0,0,0,4123.9
2258,42.40,148,1516,0,0,0,0,4125.2
2259,33.00,171,1512,0,0,0,0,4126.7
2260,-11.90,115,839,0,0,0,0,4127.8
2261,17.70,210,1515,0,0,0,0,4129.7
2262,42.50,147,1513,0,0,0,0,4131.1
2263,20.70,108,1136,0,0,0,0,4132.1
2264,6.30,237,1511,0,0,0,0,4134.2
2265,32.60,172,1514,0,0,0,0,4135.8
2266,17.00,117,1136,0,0,0,0,4136.9
2267,42.20,148,1514,0,0,0,0,4138.1
2268,37.30,160,1513,0,0,0,0,4139.5
2269,-79.50,356,1126,0,0,0,0,4142.8
